SERVICE_ID,DATE,PIPE_ID,MANUFACTURER,LATITUDE,LONGITUDE,MAINTENANCE_DAYS,COST,FAULT,REGION,YEAR,MONTH,GRADE,OD,WALL_THICKNESS,PIPE_LENGTH
28763,2016-09-28,789,M3,57.197704,-93.907524,14,14000,Burst,uum5e,2016,9,X46,16.000,0.625,16
20794,2015-03-02,789,M1,57.212734,-93.417625,16,24000,Burst,uum5e,2015,3,X46,16.000,0.625,16
3558,2011-09-12,789,M3,57.194740,-93.489600,18,18000,Joint Failure,uum5e,2011,9,X46,16.000,0.625,16
4975,2012-01-03,789,M3,57.218550,-94.678764,19,19000,Burst,uum5e,2012,1,X46,16.000,0.625,16
20480,2015-02-04,789,M1,57.222908,-94.259600,14,21000,Leak,uum5e,2015,2,X46,16.000,0.625,16
28981,2016-10-14,789,M3,57.209114,-95.024220,11,11000,Leak,uum5e,2016,10,X46,16.000,0.625,16
3274,2011-08-23,789,M3,57.219067,-93.698950,30,30000,Burst,uum5e,2011,8,X46,16.000,0.625,16
9378,2012-11-15,789,M3,57.216476,-94.110360,30,30000,Corrosion,uum5e,2012,11,X46,16.000,0.625,16
15837,2014-03-13,789,M1,57.202030,-94.253380,20,30000,Corrosion,uum5e,2014,3,X46,16.000,0.625,16
17313,2014-06-21,789,M1,57.209274,-95.544525,19,28500,Damaged Coating,uum5e,2014,6,X46,16.000,0.625,16
5074,2012-01-11,789,M1,57.202408,-93.976020,9,13500,Joint Failure,uum5e,2012,1,X46,16.000,0.625,16
29871,2016-12-21,789,M1,57.197643,-94.065470,9,13500,Damaged Coating,uum5e,2016,12,X46,16.000,0.625,16
19812,2014-12-12,789,M1,57.218166,-94.071655,17,25500,Corrosion,uum5e,2014,12,X46,16.000,0.625,16
13164,2013-08-24,789,M1,57.215443,-94.451440,24,36000,Leak,uum5e,2013,8,X46,16.000,0.625,16
27263,2016-06-16,789,M3,57.206978,-94.052055,25,25000,Burst,uum5e,2016,6,X46,16.000,0.625,16
25004,2016-01-03,789,M1,57.222480,-95.009430,18,27000,Corrosion,uum5e,2016,1,X46,16.000,0.625,16
29106,2016-10-22,789,M3,57.205418,-94.264730,27,27000,Leak,uum5e,2016,10,X46,16.000,0.625,16
4748,2011-12-14,789,M1,57.204388,-93.910950,18,27000,Leak,uum5e,2011,12,X46,16.000,0.625,16
15609,2014-02-27,789,M1,57.199840,-93.485740,18,27000,Corrosion,uum5e,2014,2,X46,16.000,0.625,16
15637,2014-02-28,789,M1,57.205980,-94.356250,25,37500,Joint Failure,uum5e,2014,2,X46,16.000,0.625,16
1777,2011-05-16,395,M4,42.630936,-98.204380,2,1500,Damaged Coating,mms3c,2011,5,B,16.000,0.500,16
24508,2015-11-22,395,M3,42.637030,-98.519340,8,8000,Leak,mms3c,2015,11,B,16.000,0.500,16
26391,2016-04-16,395,M3,42.634026,-97.297700,8,8000,Joint Failure,mms3c,2016,4,B,16.000,0.500,16
8355,2012-09-02,395,M3,42.649353,-97.030610,11,11000,Leak,mms3c,2012,9,B,16.000,0.500,16
28699,2016-09-24,395,M3,42.626476,-98.723980,11,11000,Joint Failure,mms3c,2016,9,B,16.000,0.500,16
3076,2011-08-09,395,M3,42.619038,-97.146800,11,11000,Joint Failure,mms3c,2011,8,B,16.000,0.500,16
25950,2016-03-13,395,M1,42.648643,-97.997536,24,36000,Joint Failure,mms3c,2016,3,B,16.000,0.500,16
14914,2013-12-31,395,M1,42.643560,-97.146930,24,36000,Corrosion,mms3c,2013,12,B,16.000,0.500,16
5330,2012-02-01,395,M1,42.628840,-97.224390,24,36000,Leak,mms3c,2012,2,B,16.000,0.500,16
6746,2012-05-13,395,M4,42.645958,-97.373670,25,18750,Burst,mms3c,2012,5,B,16.000,0.500,16
11507,2013-04-29,395,M4,42.619050,-96.368940,11,8250,Leak,mms3c,2013,4,B,16.000,0.500,16
23765,2015-09-28,395,M3,42.646217,-96.590250,9,9000,Burst,mms3c,2015,9,B,16.000,0.500,16
4489,2011-11-24,395,M3,42.635323,-96.798164,9,9000,Joint Failure,mms3c,2011,11,B,16.000,0.500,16
21708,2015-05-08,395,M3,42.625294,-98.358220,9,9000,Joint Failure,mms3c,2015,5,B,16.000,0.500,16
22802,2015-07-22,395,M3,42.627575,-97.225790,5,5000,Leak,mms3c,2015,7,B,16.000,0.500,16
16747,2014-05-14,395,M2,42.640440,-98.703180,14,14000,Damaged Coating,mms3c,2014,5,B,16.000,0.500,16
9773,2012-12-16,395,M3,42.634720,-97.371830,14,14000,Joint Failure,mms3c,2012,12,B,16.000,0.500,16
17970,2014-08-03,395,M3,42.615670,-99.296486,14,14000,Joint Failure,mms3c,2014,8,B,16.000,0.500,16
21024,2015-03-18,395,M1,42.616844,-98.507030,20,30000,Joint Failure,mms3c,2015,3,B,16.000,0.500,16
9989,2013-01-02,395,M2,42.620040,-98.070960,3,3000,Damaged Coating,mms3c,2013,1,B,16.000,0.500,16
537,2011-02-14,395,M3,42.648360,-97.406070,17,17000,Joint Failure,mms3c,2011,2,B,16.000,0.500,16
20016,2014-12-27,395,M3,42.620280,-98.077835,17,17000,Corrosion,mms3c,2014,12,B,16.000,0.500,16
1432,2011-04-24,395,M2,42.638360,-99.452100,4,4000,Burst,mms3c,2011,4,B,16.000,0.500,16
8617,2012-09-19,395,M4,42.647285,-97.885260,9,6750,Damaged Coating,mms3c,2012,9,B,16.000,0.500,16
19284,2014-10-31,395,M3,42.620502,-98.077780,29,29000,Corrosion,mms3c,2014,10,B,16.000,0.500,16
12284,2013-06-24,395,M3,42.647263,-97.718480,15,15000,Burst,mms3c,2013,6,B,16.000,0.500,16
13819,2013-10-10,395,M3,42.628370,-96.959570,26,26000,Joint Failure,mms3c,2013,10,B,16.000,0.500,16
1502,2011-04-28,395,M1,42.620197,-97.386900,19,28500,Leak,mms3c,2011,4,B,16.000,0.500,16
8873,2012-10-10,395,M3,42.630764,-98.365500,12,12000,Burst,mms3c,2012,10,B,16.000,0.500,16
13814,2013-10-10,395,M1,42.630830,-98.644860,21,31500,Joint Failure,mms3c,2013,10,B,16.000,0.500,16
2922,2011-07-30,395,M1,42.632988,-96.362300,17,25500,Leak,mms3c,2011,7,B,16.000,0.500,16
5726,2012-02-28,403,M3,42.917027,-95.847270,23,23000,Joint Failure,mms3c,2012,2,X42,16.000,0.625,16
24379,2015-11-12,403,M3,42.925480,-97.239655,2,2000,Burst,mms3c,2015,11,X42,16.000,0.625,16
267,2011-01-24,403,M2,42.930965,-99.064810,8,8000,Damaged Coating,mms3c,2011,1,X42,16.000,0.625,16
6411,2012-04-21,403,M3,42.926670,-97.523834,8,8000,Joint Failure,mms3c,2012,4,X42,16.000,0.625,16
17804,2014-07-24,850,M1,59.468010,-147.478640,14,21000,Joint Failure,tul6f,2014,7,X65,14.000,0.500,23
14573,2013-12-03,850,M3,59.471268,-144.606320,2,2000,Damaged Coating,tul6f,2013,12,X65,14.000,0.500,23
10445,2013-02-10,850,M1,59.470665,-145.446910,19,28500,Corrosion,tul6f,2013,2,X65,14.000,0.500,23
9750,2012-12-15,850,M1,59.463110,-147.899660,19,28500,Burst,tul6f,2012,12,X65,14.000,0.500,23
24352,2015-11-10,850,M3,59.481440,-145.340210,17,17000,Corrosion,tul6f,2015,11,X65,14.000,0.500,23
29274,2016-11-06,850,M3,59.462640,-149.403180,17,17000,Leak,tul6f,2016,11,X65,14.000,0.500,23
21728,2015-05-10,850,M1,59.456123,-144.084270,29,43500,Corrosion,tul6f,2015,5,X65,14.000,0.500,23
4717,2011-12-11,850,M1,59.480240,-144.531810,18,27000,Leak,tul6f,2011,12,X65,14.000,0.500,23
10634,2013-02-26,677,M1,53.051537,-95.186990,24,36000,Leak,uum5e,2013,2,X52,13.750,0.406,19
10758,2013-03-05,677,M3,53.055710,-94.637566,19,19000,Leak,uum5e,2013,3,X52,13.750,0.406,19
28721,2016-09-26,677,M3,53.068024,-95.011894,13,13000,Leak,uum5e,2016,9,X52,13.750,0.406,19
9748,2012-12-14,677,M3,53.073540,-94.060745,14,14000,Joint Failure,uum5e,2012,12,X52,13.750,0.406,19
7428,2012-06-30,677,M3,53.070072,-93.702070,14,14000,Corrosion,uum5e,2012,6,X52,13.750,0.406,19
15413,2014-02-13,677,M3,53.063496,-95.673570,14,14000,Leak,uum5e,2014,2,X52,13.750,0.406,19
26905,2016-05-21,677,M3,53.076590,-95.667540,16,16000,Corrosion,uum5e,2016,5,X52,13.750,0.406,19
23444,2015-09-06,677,M3,53.073740,-94.217514,16,16000,Burst,uum5e,2015,9,X52,13.750,0.406,19
29374,2016-11-14,677,M3,53.085320,-96.216510,7,7000,Joint Failure,uum5e,2016,11,X52,13.750,0.406,19
6808,2012-05-17,677,M3,53.073086,-93.349740,12,12000,Burst,uum5e,2012,5,X52,13.750,0.406,19
22443,2015-06-27,677,M1,53.082870,-95.046390,16,24000,Joint Failure,uum5e,2015,6,X52,13.750,0.406,19
21863,2015-05-19,677,M1,53.074287,-94.203674,16,24000,Damaged Coating,uum5e,2015,5,X52,13.750,0.406,19
7412,2012-06-29,677,M1,53.081387,-94.881760,18,27000,Joint Failure,uum5e,2012,6,X52,13.750,0.406,19
4472,2011-11-23,677,M3,53.052666,-94.442790,27,27000,Joint Failure,uum5e,2011,11,X52,13.750,0.406,19
24532,2015-11-25,677,M3,53.058510,-95.545586,23,23000,Leak,uum5e,2015,11,X52,13.750,0.406,19
531,2011-02-14,677,M1,53.060455,-94.335686,12,18000,Corrosion,uum5e,2011,2,X52,13.750,0.406,19
19373,2014-11-09,677,M3,53.057934,-94.263780,18,18000,Joint Failure,uum5e,2014,11,X52,13.750,0.406,19
14890,2013-12-28,677,M1,53.074837,-94.396890,20,30000,Corrosion,tul6f,2013,12,X52,13.750,0.406,19
15634,2014-02-27,677,M1,53.067516,-93.730750,20,30000,Corrosion,uum5e,2014,2,X52,13.750,0.406,19
940,2011-03-17,677,M3,53.083984,-93.702780,10,10000,Joint Failure,uum5e,2011,3,X52,13.750,0.406,19
18446,2014-09-04,677,M3,53.079110,-94.667220,22,22000,Burst,uum5e,2014,9,X52,13.750,0.406,19
19771,2014-12-09,677,M3,53.081020,-93.976760,21,21000,Leak,uum5e,2014,12,X52,13.750,0.406,19
24304,2015-11-06,677,M1,53.081795,-93.955154,31,46500,Damaged Coating,uum5e,2015,11,X52,13.750,0.406,19
29131,2016-10-24,677,M3,53.082478,-94.783875,2,2000,Leak,uum5e,2016,10,X52,13.750,0.406,19
3365,2011-08-28,677,M3,53.073600,-93.734870,2,2000,Joint Failure,uum5e,2011,8,X52,13.750,0.406,19
6627,2012-05-05,677,M3,53.071472,-94.090360,2,2000,Leak,uum5e,2012,5,X52,13.750,0.406,19
4672,2011-12-07,677,M3,53.084540,-95.001656,17,17000,Joint Failure,uum5e,2011,12,X52,13.750,0.406,19
16165,2014-04-06,677,M3,53.068104,-95.624825,17,17000,Leak,uum5e,2014,4,X52,13.750,0.406,19
1563,2011-05-02,677,M1,53.067560,-93.803860,19,28500,Damaged Coating,uum5e,2011,5,X52,13.750,0.406,19
19995,2014-12-26,739,M3,55.373710,-94.641594,20,20000,Leak,uum5e,2014,12,X42,18.000,0.375,23
14565,2013-12-02,739,M3,55.362812,-93.803530,10,10000,Leak,uum5e,2013,12,X42,18.000,0.375,23
18118,2014-08-13,739,M3,55.349430,-94.879710,10,10000,Corrosion,uum5e,2014,8,X42,18.000,0.375,23
5808,2012-03-05,739,M3,55.351360,-95.384800,16,16000,Corrosion,uum5e,2012,3,X42,18.000,0.375,23
21633,2015-05-03,739,M3,55.347984,-94.418470,16,16000,Joint Failure,uum5e,2015,5,X42,18.000,0.375,23
23403,2015-09-03,739,M3,55.346990,-94.845430,16,16000,Joint Failure,uum5e,2015,9,X42,18.000,0.375,23
9771,2012-12-16,739,M3,55.346336,-94.367120,8,8000,Burst,uum5e,2012,12,X42,18.000,0.375,23
23466,2015-09-07,739,M3,55.357597,-94.672320,15,15000,Burst,uum5e,2015,9,X42,18.000,0.375,23
10402,2013-02-07,739,M3,55.375454,-94.523170,14,14000,Burst,uum5e,2013,2,X42,18.000,0.375,23
19203,2014-10-27,739,M1,55.353360,-95.620050,23,34500,Damaged Coating,uum5e,2014,10,X42,18.000,0.375,23
9987,2013-01-02,739,M1,55.376785,-94.139100,8,12000,Corrosion,uum5e,2013,1,X42,18.000,0.375,23
1326,2011-04-15,739,M3,55.348434,-94.902660,12,12000,Corrosion,uum5e,2011,4,X42,18.000,0.375,23
22315,2015-06-19,739,M1,55.362427,-94.597960,18,27000,Damaged Coating,uum5e,2015,6,X42,18.000,0.375,23
18717,2014-09-24,739,M3,55.375427,-94.522540,4,4000,Corrosion,uum5e,2014,9,X42,18.000,0.375,23
20822,2015-03-03,739,M3,55.349490,-93.310910,23,23000,Leak,uum5e,2015,3,X42,18.000,0.375,23
15767,2014-03-08,739,M1,55.353024,-94.372314,12,18000,Damaged Coating,uum5e,2014,3,X42,18.000,0.375,23
9596,2012-12-02,739,M1,55.353962,-93.504800,27,40500,Leak,uum5e,2012,12,X42,18.000,0.375,23
25713,2016-02-25,739,M3,55.371372,-94.750060,19,19000,Burst,uum5e,2016,2,X42,18.000,0.375,23
23599,2015-09-16,739,M3,55.346798,-93.991905,19,19000,Burst,uum5e,2015,9,X42,18.000,0.375,23
29260,2016-11-04,739,M3,55.358040,-95.078050,11,11000,Burst,uum5e,2016,11,X42,18.000,0.375,23
10502,2013-02-15,739,M3,55.354770,-93.538600,11,11000,Leak,uum5e,2013,2,X42,18.000,0.375,23
12334,2013-06-27,739,M3,55.361404,-94.086250,30,30000,Burst,uum5e,2013,6,X42,18.000,0.375,23
25528,2016-02-13,739,M3,55.351280,-95.349540,3,3000,Burst,uum5e,2016,2,X42,18.000,0.375,23
12922,2013-08-07,739,M1,55.372643,-95.087220,30,45000,Leak,uum5e,2013,8,X42,18.000,0.375,23
17151,2014-06-10,739,M3,55.366398,-94.575290,17,17000,Joint Failure,uum5e,2014,6,X42,18.000,0.375,23
15434,2014-02-15,739,M1,55.372680,-94.825790,29,43500,Damaged Coating,uum5e,2014,2,X42,18.000,0.375,23
23429,2015-09-04,739,M1,55.355515,-94.054596,28,42000,Corrosion,uum5e,2015,9,X42,18.000,0.375,23
4919,2011-12-29,739,M1,55.360775,-95.504410,22,33000,Damaged Coating,uum5e,2011,12,X42,18.000,0.375,23
4209,2011-11-02,739,M1,55.345295,-94.501190,17,25500,Joint Failure,uum5e,2011,11,X42,18.000,0.375,23
370,2011-02-02,739,M3,55.371190,-95.280650,13,13000,Burst,uum5e,2011,2,X42,18.000,0.375,23
4998,2012-01-05,739,M3,55.359290,-93.757866,13,13000,Leak,uum5e,2012,1,X42,18.000,0.375,23
11658,2013-05-11,35,M2,29.327543,-97.937965,15,15000,Leak,sss1a,2013,5,X46,9.625,0.625,16
26373,2016-04-15,35,M4,29.300186,-97.865944,20,15000,Corrosion,sss1a,2016,4,X46,9.625,0.625,16
3104,2011-08-11,35,M4,29.307932,-97.998860,14,10500,Corrosion,sss1a,2011,8,X46,9.625,0.625,16
27316,2016-06-19,35,M4,29.303013,-97.991920,14,10500,Leak,sss1a,2016,6,X46,9.625,0.625,16
21829,2015-05-16,35,M4,29.302850,-97.538690,14,10500,Leak,sss1a,2015,5,X46,9.625,0.625,16
27805,2016-07-22,35,M4,29.299790,-96.850960,14,10500,Leak,sss1a,2016,7,X46,9.625,0.625,16
2350,2011-06-24,35,M4,29.328646,-97.254280,18,13500,Corrosion,sss1a,2011,6,X46,9.625,0.625,16
8119,2012-08-17,35,M4,29.319850,-99.118220,18,13500,Damaged Coating,sss1a,2012,8,X46,9.625,0.625,16
22227,2015-06-14,35,M4,29.315739,-96.858536,18,13500,Corrosion,sss1a,2015,6,X46,9.625,0.625,16
27282,2016-06-17,35,M4,29.313107,-98.218390,18,13500,Joint Failure,sss1a,2016,6,X46,9.625,0.625,16
17143,2014-06-10,35,M2,29.297514,-97.378620,19,19000,Corrosion,sss1a,2014,6,X46,9.625,0.625,16
24160,2015-10-25,35,M2,29.311733,-97.495460,9,9000,Damaged Coating,sss1a,2015,10,X46,9.625,0.625,16
22425,2015-06-26,35,M4,29.305319,-98.863820,12,9000,Leak,sss1a,2015,6,X46,9.625,0.625,16
5332,2012-02-02,35,M3,29.308070,-99.202290,4,4000,Burst,sss1a,2012,2,X46,9.625,0.625,16
1403,2011-04-21,35,M3,29.306780,-97.152306,4,4000,Burst,sss1a,2011,4,X46,9.625,0.625,16
7483,2012-07-03,35,M4,29.319641,-97.504650,17,12750,Damaged Coating,sss1a,2012,7,X46,9.625,0.625,16
7269,2012-06-20,35,M4,29.316568,-99.131190,17,12750,Damaged Coating,sss1a,2012,6,X46,9.625,0.625,16
8998,2012-10-17,35,M4,29.298346,-99.223880,17,12750,Burst,sss1a,2012,10,X46,9.625,0.625,16
29294,2016-11-08,35,M2,29.331907,-98.990790,8,8000,Burst,sss1a,2016,11,X46,9.625,0.625,16
7505,2012-07-04,35,M2,29.327114,-97.796710,8,8000,Corrosion,sss1a,2012,7,X46,9.625,0.625,16
19048,2014-10-16,35,M2,29.312038,-96.634370,8,8000,Damaged Coating,sss1a,2014,10,X46,9.625,0.625,16
20800,2015-03-02,35,M2,29.309240,-99.599180,8,8000,Leak,sss1a,2015,3,X46,9.625,0.625,16
21547,2015-04-27,35,M2,29.304232,-97.850460,8,8000,Damaged Coating,sss1a,2015,4,X46,9.625,0.625,16
3066,2011-08-08,35,M4,29.329142,-97.996000,25,18750,Corrosion,sss1a,2011,8,X46,9.625,0.625,16
20869,2015-03-07,35,M4,29.300835,-99.693760,25,18750,Leak,sss1a,2015,3,X46,9.625,0.625,16
29156,2016-10-26,35,M4,29.327765,-98.710890,8,6000,Burst,sss1a,2016,10,X46,9.625,0.625,16
6814,2012-05-17,35,M2,29.310032,-97.609276,10,10000,Damaged Coating,sss1a,2012,5,X46,9.625,0.625,16
22284,2015-06-18,35,M2,29.301930,-98.700400,10,10000,Joint Failure,sss1a,2015,6,X46,9.625,0.625,16
3048,2011-08-07,35,M2,29.299930,-97.150690,10,10000,Damaged Coating,sss1a,2011,8,X46,9.625,0.625,16
16452,2014-04-26,35,M2,29.313116,-97.966450,16,16000,Damaged Coating,sss1a,2014,4,X46,9.625,0.625,16
8855,2012-10-08,35,M2,29.330618,-95.537260,18,18000,Leak,sss1a,2012,10,X46,9.625,0.625,16
9304,2012-11-09,35,M4,29.308844,-99.020680,10,7500,Corrosion,sss1a,2012,11,X46,9.625,0.625,16
22349,2015-06-21,35,M4,29.303892,-97.667690,10,7500,Burst,sss1a,2015,6,X46,9.625,0.625,16
7346,2012-06-25,35,M2,29.326340,-97.836670,7,7000,Corrosion,sss1a,2012,6,X46,9.625,0.625,16
809,2011-03-08,35,M2,29.309301,-98.829740,7,7000,Burst,sss1a,2011,3,X46,9.625,0.625,16
10431,2013-02-10,35,M2,29.306053,-99.118866,7,7000,Damaged Coating,sss1a,2013,2,X46,9.625,0.625,16
7621,2012-07-12,35,M4,29.321074,-98.873250,9,6750,Burst,sss1a,2012,7,X46,9.625,0.625,16
13556,2013-09-22,35,M4,29.331740,-98.549065,7,5250,Corrosion,sss1a,2013,9,X46,9.625,0.625,16
26349,2016-04-13,35,M4,29.314022,-99.100530,7,5250,Burst,sss1a,2016,4,X46,9.625,0.625,16
3539,2011-09-10,35,M4,29.331926,-98.736000,13,9750,Joint Failure,sss1a,2011,9,X46,9.625,0.625,16
6587,2012-05-02,35,M4,29.322090,-95.302850,13,9750,Corrosion,sss1a,2012,5,X46,9.625,0.625,16
17779,2014-07-22,35,M2,29.328619,-98.439800,13,13000,Corrosion,sss1a,2014,7,X46,9.625,0.625,16
3241,2011-08-20,35,M2,29.303335,-98.943405,13,13000,Damaged Coating,sss1a,2011,8,X46,9.625,0.625,16
275,2011-01-24,35,M2,29.296050,-98.578830,13,13000,Joint Failure,sss1a,2011,1,X46,9.625,0.625,16
23804,2015-09-30,35,M4,29.323410,-98.487510,4,3000,Damaged Coating,sss1a,2015,9,X46,9.625,0.625,16
1670,2011-05-09,35,M2,29.319542,-97.652920,3,3000,Damaged Coating,sss1a,2011,5,X46,9.625,0.625,16
13109,2013-08-20,35,M4,29.301203,-98.339150,4,3000,Leak,sss1a,2013,8,X46,9.625,0.625,16
23050,2015-08-10,35,M4,29.326162,-97.782776,16,12000,Corrosion,sss1a,2015,8,X46,9.625,0.625,16
21521,2015-04-25,35,M4,29.306194,-96.479774,16,12000,Leak,sss1a,2015,4,X46,9.625,0.625,16
12229,2013-06-20,35,M2,29.296370,-98.397224,1,1000,Leak,sss1a,2013,6,X46,9.625,0.625,16
22108,2015-06-06,35,M4,29.295424,-97.401840,1,750,Burst,sss1a,2015,6,X46,9.625,0.625,16
724,2011-03-01,35,M4,29.330479,-97.363080,27,20250,Leak,sss1a,2011,3,X46,9.625,0.625,16
4695,2011-12-09,503,M3,46.631165,-94.478360,20,20000,Joint Failure,mum4d,2011,12,B,14.000,0.500,19
7696,2012-07-18,503,M4,46.624416,-95.715520,22,16500,Burst,mum4d,2012,7,B,14.000,0.500,19
27735,2016-07-18,503,M2,46.644920,-94.191580,8,8000,Joint Failure,mum4d,2016,7,B,14.000,0.500,19
8905,2012-10-12,503,M3,46.615730,-92.873220,8,8000,Damaged Coating,mum4d,2012,10,B,14.000,0.500,19
3404,2011-08-30,503,M3,46.646465,-94.394455,11,11000,Leak,mum4d,2011,8,B,14.000,0.500,19
25610,2016-02-19,503,M1,46.632732,-95.320090,24,36000,Damaged Coating,mum4d,2016,2,B,14.000,0.500,19
25506,2016-02-11,503,M3,46.640080,-93.900406,13,13000,Joint Failure,mum4d,2016,2,B,14.000,0.500,19
25256,2016-01-23,503,M3,46.636414,-93.711815,13,13000,Joint Failure,mum4d,2016,1,B,14.000,0.500,19
18760,2014-09-27,503,M1,46.622110,-95.286810,16,24000,Damaged Coating,mum4d,2014,9,B,14.000,0.500,19
29552,2016-11-28,503,M3,46.614662,-93.650314,24,24000,Damaged Coating,mum4d,2016,11,B,14.000,0.500,19
9287,2012-11-08,503,M2,46.647240,-95.289505,1,1000,Damaged Coating,mum4d,2012,11,B,14.000,0.500,19
5914,2012-03-13,503,M3,46.642017,-96.163090,16,16000,Burst,mum4d,2012,3,B,14.000,0.500,19
13697,2013-10-02,503,M3,46.632603,-91.872860,16,16000,Corrosion,mum4d,2013,10,B,14.000,0.500,19
16063,2014-03-30,503,M1,46.628807,-93.212290,5,7500,Corrosion,mum4d,2014,3,B,14.000,0.500,19
13544,2013-09-21,503,M1,46.641262,-95.110870,20,30000,Leak,mum4d,2013,9,B,14.000,0.500,19
7360,2012-06-26,503,M2,46.634575,-92.138695,3,3000,Damaged Coating,mum4d,2012,6,B,14.000,0.500,19
271,2011-01-24,503,M3,46.625140,-91.440670,18,18000,Joint Failure,mum4d,2011,1,B,14.000,0.500,19
16200,2014-04-08,503,M4,46.640663,-94.835450,9,6750,Burst,mum4d,2014,4,B,14.000,0.500,19
20929,2015-03-10,503,M1,46.621723,-93.867010,25,37500,Joint Failure,mum4d,2015,3,B,14.000,0.500,19
2201,2011-06-14,503,M1,46.616320,-93.775050,25,37500,Damaged Coating,mum4d,2011,6,B,14.000,0.500,19
3290,2011-08-23,503,M1,46.647180,-96.759700,19,28500,Corrosion,mum4d,2011,8,B,14.000,0.500,19
17669,2014-07-15,503,M1,46.616398,-93.178600,22,33000,Damaged Coating,mum4d,2014,7,B,14.000,0.500,19
20763,2015-02-27,503,M1,46.630775,-92.141980,17,25500,Corrosion,mum4d,2015,2,B,14.000,0.500,19
26151,2016-03-29,503,M3,46.619785,-95.027510,19,19000,Damaged Coating,mum4d,2016,3,B,14.000,0.500,19
14079,2013-10-28,503,M1,46.615050,-95.724330,14,21000,Leak,mum4d,2013,10,B,14.000,0.500,19
16125,2014-04-04,583,M3,49.606133,-95.225790,9,9000,Joint Failure,uum5e,2014,4,X65,10.750,0.625,16
6348,2012-04-16,583,M3,49.588608,-93.354890,9,9000,Burst,uum5e,2012,4,X65,10.750,0.625,16
13646,2013-09-29,583,M3,49.597984,-95.338430,11,11000,Corrosion,uum5e,2013,9,X65,10.750,0.625,16
2915,2011-07-29,583,M3,49.592857,-93.482440,11,11000,Leak,uum5e,2011,7,X65,10.750,0.625,16
5925,2012-03-14,583,M3,49.597040,-94.382710,13,13000,Corrosion,uum5e,2012,3,X65,10.750,0.625,16
4982,2012-01-03,583,M3,49.595180,-93.453210,13,13000,Joint Failure,uum5e,2012,1,X65,10.750,0.625,16
8681,2012-09-24,583,M3,49.598470,-95.537880,14,14000,Burst,uum5e,2012,9,X65,10.750,0.625,16
29589,2016-11-30,583,M1,49.594345,-94.939340,9,13500,Leak,uum5e,2016,11,X65,10.750,0.625,16
24691,2015-12-07,583,M3,49.591785,-94.316510,7,7000,Joint Failure,uum5e,2015,12,X65,10.750,0.625,16
14165,2013-11-04,583,M3,49.599700,-94.399360,27,27000,Joint Failure,uum5e,2013,11,X65,10.750,0.625,16
10373,2013-02-05,583,M3,49.585800,-94.676110,4,4000,Burst,uum5e,2013,2,X65,10.750,0.625,16
19444,2014-11-15,583,M1,49.571648,-93.497154,27,40500,Damaged Coating,uum5e,2014,11,X65,10.750,0.625,16
1084,2011-03-27,583,M3,49.586197,-93.903360,10,10000,Joint Failure,uum5e,2011,3,X65,10.750,0.625,16
29211,2016-11-01,583,M3,49.578224,-94.190530,10,10000,Corrosion,uum5e,2016,11,X65,10.750,0.625,16
18629,2014-09-18,583,M1,49.598010,-96.036100,8,12000,Damaged Coating,uum5e,2014,9,X65,10.750,0.625,16
22262,2015-06-16,583,M2,49.582340,-94.619630,2,2000,Damaged Coating,uum5e,2015,6,X65,10.750,0.625,16
21657,2015-05-04,583,M3,49.606724,-93.319320,17,17000,Corrosion,uum5e,2015,5,X65,10.750,0.625,16
24004,2015-10-14,583,M3,49.590973,-93.298450,17,17000,Joint Failure,uum5e,2015,10,X65,10.750,0.625,16
4798,2011-12-18,583,M3,49.579420,-93.530250,17,17000,Corrosion,uum5e,2011,12,X65,10.750,0.625,16
19618,2014-11-28,583,M1,49.589493,-94.421420,22,33000,Joint Failure,uum5e,2014,11,X65,10.750,0.625,16
6981,2012-05-29,583,M3,49.605965,-93.408440,19,19000,Burst,uum5e,2012,5,X65,10.750,0.625,16
27260,2016-06-16,583,M3,49.572525,-94.311650,19,19000,Joint Failure,uum5e,2016,6,X65,10.750,0.625,16
26946,2016-05-24,594,M1,49.986610,-94.950905,6,9000,Damaged Coating,uum5e,2016,5,X65,14.000,0.500,19
3215,2011-08-19,594,M3,49.990795,-94.826790,20,20000,Burst,uum5e,2011,8,X65,14.000,0.500,19
27504,2016-07-01,594,M3,49.998870,-93.627350,11,11000,Joint Failure,uum5e,2016,7,X65,14.000,0.500,19
18162,2014-08-16,594,M1,50.002342,-94.112625,24,36000,Corrosion,uum5e,2014,8,X65,14.000,0.500,19
24634,2015-12-03,594,M2,50.005226,-94.280770,13,13000,Leak,uum5e,2015,12,X65,14.000,0.500,19
26159,2016-03-29,594,M1,49.996117,-93.569250,28,42000,Damaged Coating,uum5e,2016,3,X65,14.000,0.500,19
27672,2016-07-14,594,M3,49.983307,-94.837220,15,15000,Leak,uum5e,2016,7,X65,14.000,0.500,19
14236,2013-11-09,594,M3,49.984596,-93.993980,14,14000,Burst,uum5e,2013,11,X65,14.000,0.500,19
26255,2016-04-06,594,M1,49.980870,-93.701140,15,22500,Corrosion,uum5e,2016,4,X65,14.000,0.500,19
6575,2012-05-02,594,M3,50.008038,-94.190040,16,16000,Corrosion,uum5e,2012,5,X65,14.000,0.500,19
12082,2013-06-11,594,M3,50.007790,-94.022446,16,16000,Burst,uum5e,2013,6,X65,14.000,0.500,19
